id,income,age,rooms,bedrooms,population,people_per_house,location,outcome
43,1.4844,52.0,3.943661971830986,1.0,-117.0,3.056338028169014,"32.67,-117.11",0.0
44,2.5921,twenty,6.024221453287197,1.1453287197231834,1466.0,5.072664359861592,36.52_-119.73,0.0
45,10.6767,48.0,8.171617161716172,1.033003300330033,900.0,2.9702970297029703,34.12_-118.11,1.0
46,1.3942,thirty-eight,3.566137566137566,0.9417989417989417,701.0,3.708994708994709,38.68_-121.76,0.0
47,8.6001,fifteen,7.138702460850112,1.0782997762863535,-289.0,2.0805369127516777,"33.61,-117.86",1.0
48,4.6176,forty-four,5.883966244725738,1.0611814345991561,3732.0,7.8734177215189876,"33.97,-118.41",1.0
49,3.3917,twenty-five,4.7701149425287355,1.3103448275862069,368.0,2.1149425287356323,"37.38,-122.08",1.0
50,5.8543,52.0,4.502183406113537,1.1397379912663756,2065.0,1.502911208151383,37.79;-122.43,1.0
51,6.1359,thirty-one,6.04054054054054,0.981081081081081,914.0,2.4702702702702704,"34.17,-118.42",1.0
52,2.881,twenty-six,8.933209647495362,1.6883116883116882,1341.0,2.4879406307977736,40.34;-121.8,0.0
53,4.4063,thirty-five,5.126506024096385,1.070281124497992,1117.0,2.2429718875502007,37.24;-121.97,1.0
54,0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81;-122.29,0.0
55,3.915,twenty-eight,5.652941176470589,1.1235294117647059,1565.0,4.602941176470588,34.08_-117.48,0.0
56,6.6329,twenty-five,6.563380281690141,1.0070422535211268,-210.0,2.9741784037558685,37.36_-122.01,1.0
57,2.825,thirty-two,4.784232365145228,0.979253112033195,761.0,3.1576763485477177,36.59_-119.44,0.0
58,2.7377,29.0,6.276716206652512,1.1019108280254777,12427.0,4.397381457891012,"34.7,-120.59",0.0
59,5.5524,52.0,6.129032258064516,1.0419354838709678,1842.0,2.970967741935484,"34.14,-118.2",1.0
60,1.2575,twenty-six,3.8875,1.1392857142857142,1971.0,3.5196428571428573,"38.52,-121.47",0.0
61,8.3935,thirty-six,7.00479233226837,0.9904153354632588,1549.0,2.47444089456869,"37.96,-122.53",1.0
62,2.3889,44.0,4.933806146572104,1.0567375886524824,1270.0,3.0023640661938535,"34.1,-117.37",0.0
63,5.5418,36.0,5.8474576271186445,0.9539951573849879,1215.0,2.9418886198547214,34.17;-118.07,1.0
64,8.4389,25.0,7.718446601941747,1.058252427184466,568.0,2.7572815533980584,34.11;-118.3,1.0
65,2.6643,ten,4.436454849498328,1.0384615384615385,1967.0,3.289297658862876,33.92;-116.89,0.0
66,2.7917,48.0,6.447115384615385,1.1490384615384615,671.0,3.2259615384615383,36.79_-120.04,0.0
67,1.6981,29.0,5.4801762114537445,1.171806167400881,933.0,4.110132158590308,35.36;-118.98,0.0
68,3.2174,17.0,6.756521739130434,1.0521739130434782,-17.0,2.4043478260869566,"39.49,-121.47",0.0
69,3.6711,thirty-five,4.825882352941177,1.0047058823529411,1466.0,3.449411764705882,34.02;-117.49,0.0
70,4.7361,41.0,5.352078239608802,1.0122249388753055,1063.0,2.5990220048899757,37.66_-122.42,1.0
71,1.8914,25.0,4.944320712694878,1.1380846325167038,912.0,2.0311804008908685,"39.93,-120.98",0.0
72,3.2891,29.0,6.062962962962963,1.1,753.0,2.7888888888888888,40.77_-122.96,0.0
73,4.5938,thirty-nine,6.205882352941177,0.9411764705882353,635.0,2.3345588235294117,32.73_-117.25,1.0
74,2.5313,thirty-seven,3.38,1.09,231.0,2.31,"36.63,-121.86",0.0
75,2.5893,18.0,4.766949152542373,1.0254237288135593,1248.0,2.6440677966101696,"40.95,-124.09",0.0
76,4.072,fifty-two,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,"37.81,-122.22",1.0
77,5.2894,sixteen,5.348710990502036,1.016282225237449,1894.0,2.569877883310719,37.25_-121.94,1.0
78,3.7708,42.0,5.829568788501026,1.0595482546201231,1203.0,2.470225872689938,35.39_-119.0,0.0
79,5.9683,34.0,5.468036529680365,1.0707762557077625,1087.0,2.4817351598173514,33.87_-118.39,1.0
80,8.058,25.0,6.815950920245399,0.9923312883435583,1922.0,2.9478527607361964,34.1;-118.17,1.0
81,3.5154,19.0,3.305290546400694,1.0641803989592369,1930.0,1.673894189071986,"37.35,-122.03",1.0
82,5.7239,26.0,6.401433691756273,1.096774193548387,771.0,2.763440860215054,37.61;-121.62,1.0
83,3.4107,thirty-three,5.954022988505747,1.0402298850574712,620.0,3.5632183908045976,36.64_-119.63,0.0
84,2.7841,48.0,5.507537688442211,1.0954773869346734,657.0,3.301507537688442,39.03;-121.91,0.0
85,7.8528,seventeen,6.4,0.99,959.0,2.3975,37.31;-122.08,1.0
86,2.0147,16.0,4.598997493734336,1.0776942355889725,599.0,1.5012531328320802,33.18;-117.31,0.0
87,5.2249,thirty-nine,7.064425770308123,1.0644257703081232,1113.0,3.1176470588235294,34.12;-118.04,1.0
88,2.7656,5.0,6.15,1.05,50.0,2.5,"37.96,-121.32",0.0
89,3.3469,thirty,3.2805989583333335,1.0182291666666667,-641.0,1.3860677083333333,37.58;-122.35,1.0
90,7.5,35.0,6.282296650717703,0.9282296650717703,599.0,2.8660287081339715,34.06_-117.9,1.0
91,5.5291,fifty-two,5.937984496124031,1.049095607235142,1203.0,3.108527131782946,"34.14,-118.22",1.0
92,2.25,45.0,4.556962025316456,0.919831223628692,850.0,3.586497890295359,33.94_-118.26,0.0
93,7.4947,4.0,7.311042590094431,1.054345731354789,16122.0,3.1069570244748506,33.89;-117.74,1.0
94,3.3447,twenty,5.219810040705563,0.9864314789687924,1725.0,2.340569877883311,"37.0,-121.96",1.0
95,1.4091,35.0,4.25,1.092783505154639,1786.0,4.603092783505154,"33.9,-118.22",0.0
96,11.0911,twenty,8.259803921568627,1.0612745098039216,1020.0,2.5,33.03_-117.21,1.0
97,9.7956,twenty-seven,7.988188976377953,0.952755905511811,711.0,2.7992125984251968,"33.9,-117.94",1.0
98,7.0544,twenty-five,6.801089918256131,0.9564032697547684,1034.0,2.8174386920980927,37.41;-121.81,1.0
99,5.9619,twenty,4.907444668008048,0.9537223340040242,1219.0,2.4527162977867203,33.88;-118.37,1.0
100,2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79_-122.24,0.0
101,1.4653,38.0,3.383495145631068,1.0097087378640777,749.0,3.6359223300970873,"34.01,-118.26",0.0
102,5.7519,27.0,7.331775700934579,1.1308411214953271,583.0,2.7242990654205608,"37.66,-121.87",1.0
103,6.4288,46.0,6.774683544303797,1.081012658227848,1022.0,2.5873417721518988,34.2;-118.13,1.0
104,5.2035,forty,5.83955223880597,1.0037313432835822,826.0,3.082089552238806,"34.0,-118.39",1.0
105,2.5568,44.0,4.57037037037037,0.9703703703703703,378.0,2.8,37.75_-122.16,0.0
106,5.8186,52.0,4.796839729119639,0.9729119638826185,1014.0,2.288939051918736,37.31;-121.9,1.0
107,2.5655,16.0,4.955882352941177,1.0122549019607843,1126.0,2.7598039215686274,"37.76,-120.87",0.0
108,1.8856,17.0,4.62156862745098,1.1745098039215687,1423.0,2.7901960784313724,"32.74,-117.0",0.0
109,7.6202,twenty-seven,7.1220779220779225,0.987012987012987,2212.0,2.8727272727272726,37.86;-122.09,1.0
110,1.8793,thirty-eight,5.744588744588745,1.1341991341991342,784.0,3.393939393939394,33.12;-115.52,0.0
111,2.5898,43.0,5.425974025974026,1.0363636363636364,955.0,2.4805194805194803,38.52_-121.43,0.0
112,1.6652,thirty-four,3.8755244755244753,1.1216783216783217,2782.0,3.890909090909091,33.97_-118.28,0.0
113,5.1249,48.0,6.155902004454343,1.0935412026726057,978.0,2.178173719376392,32.69;-117.18,1.0
114,1.9425,thirty-six,4.002816901408451,1.0338028169014084,1418.0,3.9943661971830986,"32.69,-117.11",0.0
115,2.3152,16.0,5.174934725848564,1.0757180156657964,2622.0,3.422976501305483,"37.59,-120.94",0.0
116,2.5417,15.0,5.626666666666667,1.0177777777777777,-517.0,2.628888888888889,40.66_-122.43,0.0
117,3.125,forty-six,3.142857142857143,1.5714285714285714,32.0,4.571428571428571,"33.76,-118.27",0.0
118,2.316,thirty-five,4.100467289719626,1.0420560747663552,-108.0,3.3948598130841123,33.88;-117.57,0.0
119,8.5403,23.0,7.851528384279476,0.9847161572052402,1292.0,2.8209606986899565,33.77;-117.79,1.0
120,3.5404,thirty-eight,5.64349376114082,1.0249554367201426,1351.0,2.408199643493761,37.97_-121.33,0.0
121,2.6477,40.0,6.2994652406417115,1.304812834224599,586.0,3.1336898395721926,36.32_-119.7,0.0
122,6.3822,18.0,7.36013986013986,1.055944055944056,830.0,2.902097902097902,33.65_-117.82,1.0
123,2.2937,42.0,1.9865470852017937,1.0,582.0,2.609865470852018,34.05;-118.31,1.0
124,1.8911,52.0,4.151761517615176,1.1056910569105691,782.0,2.1192411924119243,38.56_-121.47,0.0
125,6.5206,fourteen,6.1907790143084265,1.068362480127186,1490.0,2.368839427662957,33.47_-117.71,1.0
126,3.6705,46.0,5.49438202247191,1.1161048689138577,816.0,3.056179775280899,34.16_-118.06,1.0
127,8.1513,thirty-one,5.590733590733591,0.9420849420849421,607.0,2.3436293436293436,"33.88,-118.39",1.0
128,8.6155,17.0,7.527272727272727,1.010909090909091,797.0,2.898181818181818,37.36_-122.0,1.0
129,2.8043,16.0,5.158227848101266,0.989451476793249,721.0,1.521097046413502,37.99;-122.06,0.0
130,3.6389,44.0,6.126436781609195,1.0919540229885059,416.0,2.3908045977011496,38.34;-122.28,1.0
131,5.1457,thirty-five,6.958333333333333,1.2175925925925926,576.0,2.6666666666666665,34.14_-118.9,1.0
132,2.2976,25.0,4.976923076923077,1.2230769230769232,1000.0,2.5641025641025643,41.8;-123.38,0.0
133,1.7197,thirty-four,4.377777777777778,1.0571428571428572,-328.0,3.6698412698412697,35.37_-118.97,0.0
134,5.6511,15.0,5.226069246435845,1.0784114052953158,2156.0,2.195519348268839,37.32;-122.03,1.0
135,1.585,52.0,4.376021798365122,1.1416893732970028,-173.0,2.4277929155313354,40.8;-124.17,0.0
136,3.7054,forty-seven,5.3366583541147135,1.059850374064838,1105.0,2.7556109725685785,37.75_-122.49,1.0
137,2.2393,sixteen,5.409259259259259,1.1833333333333333,1838.0,3.403703703703704,33.31_-116.95,0.0
138,3.6167,seventeen,3.1549295774647885,0.9859154929577465,147.0,2.0704225352112675,34.12_-119.16,1.0
139,2.0875,twenty-five,3.933641975308642,1.0416666666666667,2053.0,3.16820987654321,38.13_-121.26,0.0
140,1.6875,41.0,5.570063694267516,1.089171974522293,1171.0,3.729299363057325,36.59_-119.45,0.0
141,3.2292,fifty-two,6.5636363636363635,1.3818181818181818,168.0,3.0545454545454547,"37.77,-122.41",1.0
142,2.837,38.0,4.57089552238806,1.0149253731343284,1823.0,3.4011194029850746,34.07;-117.64,0.0
143,2.4605,twenty,5.200389105058366,1.046692607003891,1282.0,2.4941634241245136,41.76_-124.17,0.0
144,3.7065,36.0,5.235807860262009,1.1353711790393013,665.0,2.903930131004367,34.89;-117.05,0.0
145,2.8,20.0,5.769423558897243,1.0325814536340852,1205.0,3.020050125313283,39.15;-121.74,0.0
146,2.4701,twenty-eight,3.622262773722628,1.062043795620438,1092.0,1.9927007299270072,34.44;-119.76,1.0
147,6.9909,thirty-six,6.169590643274854,1.0116959064327486,-700.0,2.8771929824561404,34.2;-118.32,1.0
148,1.6833,27.0,6.756521739130434,1.608695652173913,318.0,2.765217391304348,"40.98,-120.38",0.0
149,2.8929,thirty-six,4.184549356223176,1.0429184549356223,809.0,3.4721030042918457,34.05;-117.73,0.0
150,6.3617,20.0,6.82962962962963,1.1481481481481481,361.0,2.674074074074074,37.1_-121.96,1.0
151,5.9806,fifteen,6.094594594594595,1.1452702702702702,673.0,2.2736486486486487,32.94_-117.25,1.0
152,12.367,twenty-eight,8.014634146341463,1.053658536585366,-102.0,2.897560975609756,37.34;-122.08,1.0
153,3.3239,52.0,5.292328042328043,1.07010582010582,1886.0,2.494708994708995,"37.76,-122.47",1.0
154,5.2595,20.0,6.941684665226782,0.9632829373650108,1360.0,2.937365010799136,36.83;-119.76,0.0
155,2.6708,52.0,4.863894139886578,1.2079395085066162,1238.0,2.340264650283554,38.11_-122.26,0.0
156,3.7583,thirty-three,5.627906976744186,1.106312292358804,1689.0,5.6112956810631225,34.07;-117.79,0.0
157,3.7734,48.0,5.300829875518672,1.1369294605809128,1285.0,2.6659751037344397,"37.75,-122.48",1.0
158,2.6531,twenty-nine,5.1274298056155505,1.2138228941684666,1617.0,3.4924406047516197,"34.96,-120.44",0.0
159,3.6745,31.0,4.532182103610675,1.0141287284144427,1626.0,2.5525902668759812,34.18;-118.42,1.0
160,2.0833,27.0,5.088235294117647,1.0294117647058822,-669.0,3.4411764705882355,33.52_-114.57,0.0
161,3.1136,thirty-six,5.7134986225895315,0.9614325068870524,954.0,2.628099173553719,36.96;-120.08,0.0
162,0.4999,ten,6.74,2.04,108.0,2.16,34.69;-116.9,0.0
163,6.2893,16.0,7.014354066985646,0.937799043062201,661.0,3.1626794258373208,34.21;-118.8,1.0
164,2.1542,17.0,7.045045045045045,1.554054054054054,517.0,2.328828828828829,41.01;-123.52,0.0
165,4.2222,forty-five,5.740853658536586,1.2774390243902438,-371.0,1.9908536585365855,"33.61,-117.89",1.0
166,6.3942,4.0,5.681271810779372,1.0957735556417216,5613.0,2.1764249709189607,37.78_-121.95,1.0
167,4.8993,34.0,5.651282051282052,0.9487179487179487,1398.0,2.3897435897435897,37.99;-122.55,1.0
168,3.6471,19.0,6.479338842975206,0.9628099173553719,-980.0,3.3698347107438016,"37.32,-120.45",0.0
169,3.1281,nineteen,5.428,1.024,1823.0,3.646,35.36_-118.94,0.0
170,2.9469,40.0,5.159919028340081,0.9676113360323887,1275.0,2.580971659919028,"38.1,-122.22",0.0
171,3.375,thirty-four,11.384615384615385,2.1538461538461537,132.0,10.153846153846153,37.4_-121.93,0.0
172,3.5508,27.0,5.785,1.0883333333333334,1793.0,2.9883333333333333,"38.34,-120.98",0.0
173,2.9301,33.0,5.472154963680388,1.0653753026634383,966.0,2.3389830508474576,"36.79,-119.78",0.0
174,5.9919,16.0,6.164634146341464,1.0270034843205575,-176.0,3.0505226480836236,37.52_-122.44,1.0
175,3.2578,eighteen,5.755154639175258,1.2139175257731958,919.0,2.368556701030928,33.94;-116.47,0.0
176,7.6229,thirty-five,7.2251461988304095,1.0204678362573099,881.0,2.5760233918128654,37.39_-122.1,1.0
177,1.9417,20.0,4.950207468879668,1.0912863070539418,1274.0,5.286307053941909,"36.55,-120.51",0.0
178,4.1607,24.0,5.22680412371134,0.9536082474226805,606.0,3.1237113402061856,38.69;-121.25,0.0
179,6.3364,forty-eight,6.467576791808874,1.0034129692832765,881.0,3.006825938566553,33.84;-118.13,1.0
180,8.492,35.0,6.785302593659942,1.04178674351585,1866.0,2.6887608069164264,37.22;-121.96,1.0
181,14.5833,24.0,5.613333333333333,0.8533333333333334,163.0,2.1733333333333333,37.92_-122.52,1.0
182,5.1674,twenty,5.154491017964072,1.0191616766467066,2059.0,2.465868263473054,"37.35,-122.0",1.0
183,1.2096,49.0,4.397058823529412,1.3235294117647058,287.0,4.220588235294118,34.03;-118.26,0.0
184,2.6429,forty-seven,4.09375,1.0859375,790.0,2.0572916666666665,34.43;-119.71,1.0
185,6.6199,eighteen,6.666201117318436,1.0377094972067038,1970.0,2.7513966480446927,32.96;-117.25,1.0
186,2.1458,30.0,5.153184165232358,1.2753872633390706,-221.0,2.549053356282272,"35.62,-117.68",0.0
187,1.3571,26.0,4.492647058823529,1.0343137254901962,939.0,2.301470588235294,40.39;-122.27,0.0
188,1.8967,15.0,5.40877598152425,1.2355658198614319,1064.0,2.4572748267898383,"39.5,-123.34",0.0
189,5.3999,18.0,6.533073929961089,1.0544747081712063,783.0,3.046692607003891,33.46_-117.67,1.0
190,3.1415,19.0,3.3180778032036615,1.1647597254004576,746.0,1.7070938215102975,34.03;-118.39,0.0
191,2.2333,thirty-six,5.952941176470588,1.1254901960784314,749.0,2.937254901960784,"36.32,-119.63",0.0
192,2.0437,36.0,3.9643799472295513,1.017150395778364,2054.0,2.7097625329815305,34.04_-118.38,1.0
193,2.67,33.0,5.915451895043732,1.1020408163265305,936.0,2.728862973760933,41.04;-121.45,0.0
194,3.0625,34.0,3.2142857142857144,0.7857142857142857,39.0,2.7857142857142856,34.08_-117.08,1.0
195,7.0318,forty,6.541353383458647,1.1473684210526316,1551.0,2.3323308270676693,34.03;-118.53,1.0
196,3.2794,seven,5.546473302570863,1.044166117336849,5146.0,3.3922214897824654,"34.46,-117.2",0.0
197,1.9375,14.0,4.888888888888889,1.0344827586206897,867.0,3.32183908045977,32.82;-115.37,0.0
198,5.7912,52.0,7.291666666666667,1.005952380952381,412.0,2.4523809523809526,37.89;-122.28,1.0
199,8.2435,27.0,6.656652360515022,1.090128755364807,816.0,3.5021459227467813,34.14;-118.16,1.0
200,2.7157,25.0,3.7865497076023393,1.219298245614035,856.0,2.502923976608187,"33.77,-117.97",1.0
201,3.275,fifty-two,8.357827476038338,1.5431309904153354,582.0,1.8594249201277955,36.55;-121.92,1.0
202,5.1033,15.0,6.367713004484305,1.1150971599402093,1701.0,2.5426008968609866,34.17;-118.88,1.0
203,7.1273,twenty-one,5.856132075471698,0.9339622641509434,1194.0,2.8160377358490565,37.36;-122.01,1.0
204,2.7736,20.0,7.544692737430168,1.600558659217877,892.0,2.4916201117318435,40.85;-122.45,0.0
205,3.25,28.0,5.528673835125448,1.1129032258064515,1162.0,2.082437275985663,34.0;-118.35,1.0
206,2.4952,14.0,5.708609271523179,1.0430463576158941,939.0,3.109271523178808,"39.47,-121.54",0.0
207,10.2289,34.0,7.447368421052632,0.9784688995215312,1139.0,2.72488038277512,34.18_-118.09,1.0
208,3.0365,19.0,6.07667731629393,1.0702875399361023,1102.0,3.5207667731629395,32.59_-117.02,0.0
209,4.7543,27.0,5.3568,1.112,1545.0,2.472,33.87;-118.31,1.0
210,0.9614,28.0,5.3,1.0142857142857142,171.0,2.442857142857143,"37.9,-121.28",0.0
211,7.79,twenty-five,6.514367816091954,1.0316091954022988,866.0,2.4885057471264367,"33.61,-117.87",1.0
212,4.4821,forty-two,4.45,0.895,555.0,2.775,"34.24,-118.26",1.0
213,1.5429,42.0,5.258215962441315,1.1971830985915493,677.0,3.1784037558685445,35.33;-119.01,0.0
214,7.0504,14.0,8.009146341463415,1.0,1121.0,3.417682926829268,34.18;-118.9,1.0
215,4.3158,49.0,5.478260869565218,1.0739130434782609,-968.0,2.079710144927536,"34.04,-118.48",1.0
216,7.1221,thirty-four,6.930417495029821,1.0079522862823063,1311.0,2.606361829025845,33.8;-118.07,1.0
217,2.9911,twenty-three,5.434108527131783,1.062015503875969,1019.0,2.6330749354005167,40.81_-124.07,0.0
218,7.642,23.0,7.232981783317354,0.9884947267497604,-100.0,3.0882070949185043,34.19_-118.66,1.0
219,4.9079,23.0,5.707509881422925,1.0276679841897234,792.0,3.130434782608696,33.63;-117.69,1.0
220,2.2875,37.0,5.257142857142857,1.0571428571428572,339.0,2.4214285714285713,38.07;-120.54,0.0
221,3.1146,thirty-six,4.091047040971168,1.0819423368740515,905.0,1.3732928679817906,34.15_-118.39,1.0
222,5.8221,36.0,5.7913669064748206,1.0071942446043165,445.0,3.2014388489208634,37.56_-122.29,1.0
223,1.6393,twenty-two,4.819787985865724,1.088339222614841,1081.0,1.9098939929328622,33.47;-117.67,1.0
224,4.6406,fifty,6.1,1.0560975609756098,1050.0,2.5609756097560976,37.55;-122.32,1.0
225,2.2258,twenty-five,3.581589958158996,1.0271966527196652,1807.0,3.780334728033473,34.06;-117.78,0.0
226,2.9571,twenty-eight,5.215759849906191,0.9568480300187617,1638.0,3.073170731707317,38.48;-121.45,0.0
227,2.9286,twenty-two,2.8142857142857145,0.7714285714285715,331.0,4.728571428571429,33.69_-116.15,0.0
228,8.2827,24.0,8.460972017673049,1.0824742268041236,2061.0,3.035346097201767,34.15_-117.87,1.0
229,2.6771,forty-two,4.375,0.925,-130.0,3.7,"34.11,-117.3",0.0
230,2.4667,twenty-one,5.118421052631579,1.0328947368421053,1140.0,3.75,"37.93,-121.31",0.0
231,2.8906,eleven,7.918918918918919,1.6891891891891893,317.0,4.283783783783784,34.61_-120.09,0.0
232,4.6528,31.0,4.225806451612903,1.103225806451613,563.0,1.8161290322580645,"33.74,-118.1",1.0
233,2.1838,eighteen,4.565217391304348,0.9903381642512077,385.0,1.8599033816425121,"39.78,-121.59",0.0
234,5.1637,36.0,5.291161178509532,1.10051993067591,1234.0,2.1386481802426345,"34.03,-118.41",1.0
235,2.9457,twenty-one,10.845814977973568,2.1277533039647576,1175.0,2.5881057268722465,"38.03,-120.25",0.0
236,2.489,fifty-one,4.1653944020356235,1.178117048346056,1543.0,3.926208651399491,37.78_-122.22,0.0
237,3.0437,thirty-three,4.705996131528046,1.0154738878143132,-894.0,2.8355899419729207,33.92_-117.44,0.0
238,7.672,forty-two,5.95852534562212,0.9861751152073732,459.0,2.1152073732718892,"34.15,-118.43",1.0
239,3.4883,fifty-two,4.914516129032258,1.0338709677419355,1427.0,2.3016129032258066,37.78;-122.48,1.0
240,2.25,14.0,4.734335839598997,1.1804511278195489,853.0,2.137844611528822,39.22_-121.04,0.0
241,1.7,twenty-seven,4.2,1.0913043478260869,462.0,2.008695652173913,"38.44,-122.71",1.0
242,1.7188,twenty-six,4.93646408839779,1.0055248618784531,1548.0,4.276243093922652,36.98;-120.65,0.0
243,7.8239,twenty-nine,6.666666666666667,1.0426356589147288,612.0,2.372093023255814,"33.51,-117.74",1.0
244,4.15,twenty,5.708860759493671,1.0063291139240507,1236.0,2.607594936708861,37.74;-121.4,1.0
245,1.75,forty-nine,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81_-122.29,0.0
246,5.3339,19.0,6.466230936819172,1.0958605664488017,1430.0,3.1154684095860565,33.88_-117.81,1.0
247,3.625,seventeen,5.789333333333333,1.0373333333333334,1042.0,2.7786666666666666,37.23_-119.91,0.0
248,12.9792,twenty-three,8.219827586206897,1.0452586206896552,1344.0,2.896551724137931,37.35_-122.15,1.0
249,1.6875,19.0,5.279176201372998,1.2013729977116705,1266.0,2.897025171624714,"33.92,-116.77",0.0
250,3.3083,twenty,5.387832699619772,1.0,853.0,3.2433460076045626,"37.53,-120.79",0.0
251,4.2066,7.0,5.732931726907631,1.0401606425702812,1748.0,3.5100401606425704,36.8_-119.68,0.0
252,5.5785,seventeen,6.2,1.2297872340425533,591.0,2.5148936170212766,"37.15,-122.18",1.0
253,2.0213,twenty-two,3.4210526315789473,1.0951417004048583,1669.0,3.3785425101214575,32.67;-117.1,0.0
254,2.0363,31.0,4.9326599326599325,1.02020202020202,1013.0,3.410774410774411,36.39;-119.21,0.0
255,3.1204,44.0,5.295774647887324,1.0586854460093897,-593.0,2.4812206572769955,38.1_-122.22,0.0
256,6.868,thirteen,7.075,0.9789473684210527,2759.0,3.6302631578947366,37.47_-121.91,1.0
